6.8686868686868696e-01, 5.8399871891084210e-01, 8.0455672048787141e-01, 5.1434983978922999e-01
6.9696969696969702e-01, 5.9121372621912494e-01, 7.9801637223532129e-01, 5.2877985375286696e-01
7.0707070707070718e-01, 5.9842873352740777e-01, 7.9047510570912549e-01, 5.4320986771650426e-01
7.1717171717171724e-01, 6.0564374083569061e-01, 7.8193292090928423e-01, 5.5763988168014123e-01
7.2727272727272729e-01, 6.1285874814397345e-01, 7.7238981783579719e-01, 5.7206989564377819e-01
7.3737373737373746e-01, 6.2007375545225629e-01, 7.6184579648866446e-01, 5.8649990960741549e-01
7.4747474747474751e-01, 6.2728876276053913e-01, 7.5030085686788639e-01, 6.0092992357105246e-01
7.5757575757575768e-01, 6.3450377006882197e-01, 7.3775499897346275e-01, 6.1535993753468954e-01
7.6767676767676774e-01, 6.4171877737710481e-01, 7.2420822280539376e-01, 6.2978995149832651e-01
7.7777777777777779e-01, 6.4893378468538765e-01, 7.0966052836367921e-01, 6.4421996546196347e-01
7.8787878787878796e-01, 6.5614879199367049e-01, 6.9411191564831909e-01, 6.5864997942560055e-01
7.9797979797979801e-01, 6.6336379930195333e-01, 6.7756238465931329e-01, 6.7307999338923752e-01
8.0808080808080818e-01, 6.7057880661023617e-01, 6.6001193539666203e-01, 6.8751000735287482e-01
8.1818181818181823e-01, 6.7779381391851901e-01, 6.4146056786036521e-01, 7.0194002131651179e-01
8.2828282828282840e-01, 6.8500882122680185e-01, 6.2190828205042281e-01, 7.1637003528014886e-01
8.3838383838383845e-01, 6.9222382853508468e-01, 6.0135507796683474e-01, 7.3080004924378583e-01
8.4848484848484851e-01, 6.9943883584336752e-01, 5.7980095560960132e-01, 7.4523006320742280e-01
8.5858585858585867e-01, 7.0665384315165036e-01, 5.5724591497872222e-01, 7.5966007717105988e-01
8.6868686868686873e-01, 7.1386885045993320e-01, 5.3368995607419789e-01, 7.7409009113469684e-01
8.7878787878787890e-01, 7.2108385776821604e-01, 5.0913307889602755e-01, 7.8852010509833415e-01
8.8888888888888895e-01, 7.2829886507640740e-01, 4.8368854753082796e-01, 8.0295011906242753e-01
8.9898989898989912e-01, 7.3551387238129606e-01, 4.6166126615927655e-01, 8.1738013304303614e-01
9.0909090909090917e-01, 7.4272887967653534e-01, 4.5467425527076477e-01, 8.3181014707188961e-01
9.1919191919191923e-01, 7.4994388696346459e-01, 4.6552013250929342e-01, 8.4624016114229272e-01
9.2929292929292939e-01, 7.5715889424686789e-01, 4.8546618190005214e-01, 8.6067017523032741e-01
9.3939393939393945e-01, 7.6437390152955620e-01, 5.0666783069558397e-01, 8.7510018932193523e-01
9.4949494949494961e-01, 7.7158890881222508e-01, 5.2693261965969085e-01, 8.8953020341364231e-01
9.5959595959595967e-01, 7.7880391609489386e-01, 5.4619649035015194e-01, 9.0396021750534916e-01
9.6969696969696972e-01, 7.8601892337756263e-01, 5.6445944276696725e-01, 9.1839023159705602e-01
9.7979797979797989e-01, 7.9323393066023151e-01, 5.8172147691013754e-01, 9.3282024568876309e-01
9.8989898989898994e-01, 8.0044893794290028e-01, 5.9798259277966181e-01, 9.4725025978046995e-01
1.0000000000000000e+00, 8.0766394522556906e-01, 6.1324279037554041e-01, 9.6168027387217681e-01
1.0101010101010102e+00, 8.1487895250823772e-01, 6.2750206969777356e-01, 9.7611028796388366e-01
